section,section_id,section_sis_id,submitted,attempt,410964: General,0,410772: Lab significantly reinforces the material taught in the lectures.,1.0,"410776: Through lab, I learned how to apply knowledge from this course to real-world problems.
 ",1.0,410798: Lab introduced new content that was not presented in the lectures.,1.0,410938: Did labs challenge you to an appropriate level?,1.0,410939: I looked forward to attending lab each week.,1.0,410933: Select your three favorite labs:,1.0,410935: Why were those three labs your favorite?,1.0,410936: What could have been done better in your favorite three labs?,1.0,410934: Select your three least favorite labs:,1.0,410937: Why were those three labs your least favorite? What could have been done better?,1.0,410961: Software,0,"410803: Prior to this class, I had no experience with programming.",1.0,"410802: Prior to this class, I had no experience with Jupyter Notebooks.",1.0,410834: The Jupyter Notebook labs were appropriate for my programming background.,1.0,410801: The software required for lab was reasonable and requirements were well communicated.,1.0,"410884: On a scale of 1 to 5, how challenging was installing the software required for labs?",1.0,"410885: On a scale of 1 to 5, how clear were the instructions for software installation?",1.0,"410831: Web-based labs (Traveling Salesman Problem, Shortest Path, and Minimum Spanning Tree) were self-explanatory.",1.0,410832: Jupyter Notebook labs were self-explanatory.,1.0,410833: Which style of lab did you prefer?,1.0,"410836: I could implement an idea (LP, algorithm, etc.) in a Jupyter Notebook independently.",1.0,410949: How did you feel about the use of Jupyter Notebooks in lab? What did you like/dislike? What could have been done better?,1.0,"410968: GILP (Python Package)
In both the simplex and branch  bound lab, we use a python package called gilp. This python package generated the linear programming visualizations in these labs (recall the isoprofit slider and rotating 3d LP feasible regions). The remaining questions ask about the python package itself as well as the labs that used it.",0,"410969: The python package, gilp, improved my understanding of the simplex algorithm.",1.0,"410970: The python package, gilp, improved my understanding of the branch and bound algorithm.",1.0,410973: Understanding the geometrical interpretation of a linear program helped me better reason about linear programs in general.,1.0,410974: Understanding the geometrical interpretation of the simplex and branch  bound algorithms helped me understand the mechanics of these algorithms.,1.0,"410977: Prior to seeing visualizations produced by gilp, I had a strong understanding of the geometrical interpretation of linear programs, simplex, and branch  bound.",1.0,"410975: The python package, gilp, taught me the geometrical interpretation of LPs, simplex, and branch  bound.",1.0,"411468: Was there any misconception you had about linear programs, simplex, or branch  bound that your interaction with gilp visualizations corrected? If yes, please briefly describe the misconception that was addressed.",1.0,410988: What did you particularly enjoy about the gilp components of the lab?,1.0,410989: What did you particularly dislike about the gilp components of the lab?,1.0,410990: How could gilp be improved to better accommodate students?,1.0,n correct,n incorrect,score
"DIS207-OL, LEC003-OL","32724, 31406","358586_2020FA_1_3_1_21536, 358586_2020FA_1_3_1_19897",2020-12-11 19:42:17 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,4 - Agree,0.0,"Minimum Spanning Tree,Transportation,Seat Packing",0.0,Those three labs are more favorite because I found problems interesting and challenging.,0.0,No suggestions,0.0,Maximum Flow,0.0,Maximum flow is my least favorite because I remember struggling with the code for this lab. I would suggest to make some hints for this lab. ,0.0,"",0,2 - Disagree,0.0,2 - Disagree,0.0,4 - Agree,0.0,4 - Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,4 - Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I really liked using Jupyter Notebooks in lab. In comparison to web based labs, Jupyter labs require less hand writing and allows more space to experiment with the input.",0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,No,0.0,"That I could resize, rotate, and interact with 3d visualizations ",0.0,-,0.0,No suggestions,0.0,12,22,1.0
"LEC001-PT, DIS203-PT","26350, 26345","358586_2020FA_1_1_1_9476, 7125_2020FA_1_10521",2020-12-11 19:34:56 UTC,1,"",0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,2,0.0,4 - Agree,0.0,"Shortest Path,Simplex,Diet Problem",0.0,"Shortest Path - Getting to use the online OR tools was fun. 

Simplex - Short and simple

Diet Problem - Got to really apply the model into a real-life situation",0.0,"Not much really, but maybe clearer instructions?",0.0,"Baseball Elimination,Transportation,Branch & Bound + Knapsack",0.0,"Baseball Elimination - Just personally a very confusing concept for me 

Transportation - Too long

Branch and Bound - Dull ",0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4,0.0,3,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,I liked using Jupyter Notebooks in lab. They were very organized and it was so nice to have everything in one place. ,0.0,"",0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,Yes. I generally had a hard time visualizing 3-dimensional planes. GLIP helped me a lot because it visualized for me. ,0.0,The visualization and how I can interact with it freely. ,0.0,nothing in particular,0.0,Better instructions in installing. I had a hard time getting it running on my notebook. ,0.0,11,23,1.0
"LEC002-PT, DIS203-PT","31405, 26345","358586_2020FA_1_2_1_19896, 7125_2020FA_1_10521",2020-12-11 19:30:29 UTC,1,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Baseball Elimination,LP Formulation,Seat Packing",0.0,"The baseball elimination problem is just a fun type of problem in my opinion. For the LP formulation and the seat packing, it was clear how this would be useful in the future so it gave me more motivation to really focus and try to understand them. The seat packing one was especially cool to see how the OR department helped model the lecture halls for covid.",0.0,Nothing. They were my favorite because I felt like they could not have been better.,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,I think these were my least favorite labs because they were not on Jupiter notebook and they did not have a coding part.,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,4,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,I like Jupiter notebook a lot. Combining coding with the problems we did in class was just a fun way of making it seem more real.,0.0,"",0,3 - Neutral,0.0,3 - Neutral,0.0,3 - Neutral,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,No.,0.0,The visuals were clear and made it so that I didn't have to spend the time drawing them out on paper.,0.0,The 3D ones sometimes glitched.,0.0,I think it works well now.,0.0,11,23,1.0
"LEC002-PT, DIS203-PT","31405, 26345","358586_2020FA_1_2_1_19896, 7125_2020FA_1_10521",2020-12-11 19:27:11 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4,0.0,5 - Strongly Agree,0.0,"Traveling Salesman Problem,Simplex,Branch & Bound + Knapsack",0.0,They had very interesting visualizations and demos that I found very stimulating and engaging. It was a lot of fun to play with them while also enriching my educational experience.,0.0,"The knapsack problem lab seemed to be pretty dense to me and hard to follow, even though I found the concept and content to be interesting.",0.0,"Transportation,First Year Writing Seminars,Seat Packing",0.0,I found the explanations for these labs to be pretty confusing and very dense. It was hard to follow and I found myself asking the TA numerous times for clarification. I also found the code in these labs confusing to debug. Having a better tutorial on the Python packages would result in a better experience with the programming aspect.,0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,"I thought they were really interesting and helped me connect the concepts in lecture with applications in the real world. It was also interesting to see how the solutions are optimized through algorithms. However, they sometimes became dense and convoluted and the programming parts could be better explained in the later labs. Overall, I like the addition of the Jupyter Notebooks to the class.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,No,0.0,"I am a visual learner when it comes to connecting algebraic concepts to their geometric counterparts so it was very helpful to not only have visual cues, but interactive ones at that. I found gilp to be very useful in my understanding.",0.0,None,0.0,I think it was implemented very well and I don't have anything that can improve it,0.0,13,21,1.0
"LEC001-PT, DIS201-PT","26350, 26355","358586_2020FA_1_1_1_9476, 7123_2020FA_1_9477",2020-12-11 19:26:57 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,2 - Disagree,0.0,"Traveling Salesman Problem,Baseball Elimination,First Year Writing Seminars",0.0,"I found a lot of the LP labs to be really frustrating and I would always have issues understanding how to properly set the constraints. If I misunderstood something, it tended to be really frustrating because I coudl not move on with the lab.",0.0,"",0.0,"Simplex,LP Formulation,Branch & Bound + Knapsack",0.0,"I just found that filling in the constraints properly could be really frustrating especially because I would always be missing one thing, but it would mess up the entirety of the lab.",0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Web-based,1.0,5 - Strongly Agree,0.0,It would be useful if the documentation was more readily available for the packages we used so that we didnt have to guess about syntax.,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,"",0.0,"",0.0,"",0.0,"",0.0,15,19,1.0
"LEC003-OL, DIS207-OL","31406, 32724","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21536",2020-12-11 19:24:11 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,2,0.0,5 - Strongly Agree,0.0,"Transportation,Simplex,LP Formulation",0.0,they were cool,0.0,idk,0.0,"Traveling Salesman Problem,Shortest Path,First Year Writing Seminars",0.0,boring and confusing,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,2 - Disagree,0.0,5 - Hard,0.0,2,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,Web-based,1.0,1 - Strongly Disagree,1.0,they were reallly confusing. I didnt know how to use them and I kept having trouble with errors and import failures almost every other lab,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"",0.0,"",0.0,It was hard to import. My computer kept giving errors when I tried to import it using the exact command that was provided,0.0,DONT MAKE IT SO COMPICATED TO IMPORT,0.0,13,21,1.0
"DIS207-OL, LEC003-OL","32724, 31406","358586_2020FA_1_3_1_21536, 358586_2020FA_1_3_1_19897",2020-12-11 18:24:23 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Shortest Path,LP Formulation,Seat Packing",0.0,"I liked the shortest path lab simply because I like Dijkstra's algorithm since it's very applicable to the real world where GPS would use it to find the shortest path. I liked the LP Formulation lab because I was struggling to understand how LPs worked, but the lab helped solidify my understanding. Lastly, I chose the seat packing lab because I found the visuals interesting (and it felt close to home given the COVID situation).",0.0,I think we should have started with Jupyter from the start. I prefer that over the web-based.,0.0,"Traveling Salesman Problem,Maximum Flow,Baseball Elimination",0.0,They were my least favorite because I'm not particularly fond of the topic itself; there's nothing inherently bad about the labs though.,0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I really liked the use of Jupyter Notebooks. I ran into quite a bit of installation issues, but I have experience with debugging such stuff so I was fine in the end. I'm also a bit biased on that end because I have advanced knowledge in Python.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,"No, there were not.",0.0,I liked the fact that they were a bit more interactive with how you could see the progression of the algorithm.,0.0,I'm not sure why but uploading the files for those labs onto Gradescope would usually end up taking longer than normal.,0.0,I think gilp is sufficient as is.,0.0,12,22,1.0
"LEC001-PT, DIS201-PT","26350, 26355","358586_2020FA_1_1_1_9476, 7123_2020FA_1_9477",2020-12-11 17:39:47 UTC,1,"",0,3 - Neutral,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,2 - Disagree,0.0,"Shortest Path,Minimum Spanning Tree,Baseball Elimination",0.0,I really enjoyed these labs because it felt as if these labs caused me the least amount of technical issues when it came to actually doing the work required for lab so it was easier to just focus on the content.,0.0,I'm not sure how feasible this would be but having optional extra sections for every lab would have been appreciated because they are useful to go back to just to review the information after the lab to get a better understanding of the lab.,0.0,"LP Formulation,Seat Packing,Branch & Bound + Knapsack",0.0,"Despite updating packages and getting help and being in my opinion fairly tech savvy,  I had to constantly struggle with packages needing to be updated or fixed in order to get the labs working correctly and sometimes even after those fixes the labs would randomly break halfway through. ",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4,0.0,1 - Poor,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Web-based,1.0,5 - Strongly Agree,0.0,I stated this somewhat earlier but I feel like dealing with the technical issues inherent to Jupyter notebooks was a bit of a challenge but I am not sure how to entirely fixed it.  It was useful in creating an interactive environment though.,0.0,"",0,3 - Neutral,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,No,0.0,I liked the visualization that were provided since it allowed us to get a second frame of reference for some of the things we were doing.,0.0,It felt somewhat troublesome to work with at times.,0.0,"Better documentation regarding what should be done, perhaps like those given in some introductory cs classes.",0.0,14,20,1.0
"DIS204-PT, LEC001-PT","31525, 26350","7126_2020FA_1_20000, 358586_2020FA_1_1_1_9476",2020-12-11 17:12:38 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,4 - Agree,0.0,"First Year Writing Seminars,Seat Packing,Diet Problem",0.0,They applied the models that we had been learning about to real problems.,0.0,-,0.0,"Traveling Salesman Problem,Shortest Path,Simplex",0.0,The simplex lab was very long and I remember finding the first two labs slightly unclear in terms of what was required for answers (though this might have just been because the course was unfamiliar rather than being an innate problem with those labs).,0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,2,0.0,4,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,The notebooks were fine. I think slightly more intro into the workings and/or structure of the code we made use of to solve models would have been interesting and might have been beneficial. ,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,-,0.0,It was an extremely useful tool for understanding how these 'abstract' models that we had been dealing with actually translated to a more 'tangible' geometric model.,0.0,-,0.0,-,0.0,12,22,1.0
"DIS208-OL, LEC003-OL","32725, 31406","358586_2020FA_1_3_1_21537, 358586_2020FA_1_3_1_19897",2020-12-11 16:58:52 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"First Year Writing Seminars,Simplex,Seat Packing",0.0,"I personally though the seat packing lab and first year writing seminars were interesting because it demonstrated real life applications of the materials we were learning that affected our experience at school. I also thought it was interesting to see how the algorithms could be used to solve inputs containing very large data sets in a very short amount of time. As for the simplex lab, I enjoyed using gilp to see the geometric interpretation of the algorithm.",0.0,I think the part in the simplex lab about the pivot rules wasn't very clear in that I didn't really know what to do just from the geometric visualization alone.,0.0,"Traveling Salesman Problem,Shortest Path,Maximum Flow",0.0,"The traveling salesman program and shortest path lab required writing on paper, which was more time-consuming than just typing the answers on jupyter notebook. As for the maximum flow problem, I kind of disliked having the solve the problem by hand, since I already had enough practice with that on the homework. I think just focusing on the computer programming side of things would make the labs more enjoyable.",0.0,"",0,2 - Disagree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3,0.0,4,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I liked how the Jupyter Notebooks were easy to submit on Gradescope, and how it efficient it was to type out the answers. I also liked being able to use some basic programming skills and to get firsthand experience with using software to solve the problems on a computer. However, sometimes it was also kind of hard to install the software and occasionally there would be a need to debug the code, which I didn't like that much. I think what could have been improved were the instructions on some of the questions, since I felt they were worded a bit ambiguously at times.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,"No, I didn't have any major misconceptions before seeing the gilp visualizations.",0.0,I liked how you could adjust the iteration number for the simplex algorithm and see how the algorithm progressed by increasing along each edge.,0.0,"Updating gilp seemed to be pretty troublesome at one point, but that seemed to be some sort of software error. Also, when scrolling up or down on the page, there were times where it would instead make me zoom in or zoom out on the 3d graph.",0.0,"Sometimes the branch and bound labs skipped multiple iterations for the sake of saving time, but that seemed to make the visualizations more confusing rather than helpful. Also, the zooming out feature is kind of unnecessary.",0.0,11,23,1.0
"LEC001-PT, DIS204-PT","26350, 31525","358586_2020FA_1_1_1_9476, 7126_2020FA_1_20000",2020-12-11 16:27:29 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Baseball Elimination,Simplex,Seat Packing",0.0,they reinforced concepts in class that were initially hard to understand and in the case of seat packing showed a real world application of the models we looked at in class.,0.0,not much,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,"I didn't really dislike any labs, so i just chose the first 3.",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,4,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,They were easy to follow and helped reinforce the class material since the problems usually involved different contexts.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,no,0.0,the visuals aided in understanding class material and were overall very clear what was happening,0.0,not much,0.0,nothing,0.0,11,23,1.0
"LEC003-OL, DIS207-OL","31406, 32724","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21536",2020-12-11 16:18:44 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Shortest Path,Minimum Spanning Tree,Baseball Elimination",0.0,I like most labs that reinforces me knowledge.,0.0,I can answer questions more details.,0.0,"Simplex,LP Formulation,Branch & Bound + Knapsack",0.0,"For MacBook user, I can use the Jupiter well in those three labs.",0.0,"",0,1 - Strongly Disagree,1.0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3,0.0,3,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,I like it because given instructions are very easy.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,No.,0.0,I enjoy everything.,0.0,Nothing.,0.0,could be more useful for MacBook users.,0.0,12,22,1.0
"DIS208-OL, LEC003-OL","32725, 31406","358586_2020FA_1_3_1_21537, 358586_2020FA_1_3_1_19897",2020-12-11 15:55:30 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"First Year Writing Seminars,LP Formulation,Seat Packing",0.0,I liked how they were applicable to Cornell (but I also liked how we had a combination or Cornell related and non Cornell related labs). It was very interesting to see. ,0.0,"Not sure if this is application to just these three labs, but sometimes I felt like the labs were long and tedious (especially on days we had to go through two different jupyter notebooks in one section). ",0.0,"Baseball Elimination,Transportation,Diet Problem",0.0,"Honestly, these three weren't bad. I thought some of the questions were unclear (I didn't know that they were asking). ",0.0,"",0,2 - Disagree,0.0,2 - Disagree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,I thought it was a good idea!,0.0,"",0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,4 - Agree,0.0,1 - Strongly Disagree,1.0,4 - Agree,0.0,"",0.0,I liked seeing the simplex visualizations. ,0.0,"The branch and bound visualization didn't make much sense to me... Also, for the simplex visualization, I think the 3D visualization wasn't working for me? I'm not sure but nothing showed up in the box for me. ",0.0,Generally it's good. ,0.0,13,21,1.0
"LEC001-PT, DIS204-PT","26350, 31525","358586_2020FA_1_1_1_9476, 7126_2020FA_1_20000",2020-12-11 15:47:34 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Traveling Salesman Problem,LP Formulation,Branch & Bound + Knapsack",0.0,I thought what we learned in those labs were really beneficial and I could easily see how those algorithms could apply to many situations in my daily life. ,0.0,Some of the coding instructions could be more clear since I found myself asking the TA a lot about that aspect of the labs.,0.0,"Maximum Flow,Baseball Elimination,First Year Writing Seminars",0.0,The instructions and coding on those were the most confusing. ,0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3,0.0,3,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I thought being introduced to this type of tool was very helpful. However, some of the explanations of how to add certain code into the functions could have been expressed more clearly.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"",0.0,I liked that they were interactive and allowed us to see how changing certain constraints and factors affected the optimal solution.,0.0,Nothing much,0.0,N/A,0.0,11,23,1.0
"DIS204-PT, LEC001-PT","31525, 26350","7126_2020FA_1_20000, 358586_2020FA_1_1_1_9476",2020-12-11 15:38:31 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,5 - Strongly Agree,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,I think first three gives very clear instruction and there's code already written for us to interact with.,0.0,N/A,0.0,"LP Formulation,Diet Problem",0.0,I think the description of the problem is not easy to understand.,0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,4,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,I think it's pretty good in visualization.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,no,0.0,we can play around to find optimal objective value,0.0,N/A,0.0,N/A,0.0,14,20,1.0
"LEC003-OL, DIS207-OL","31406, 32724","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21536",2020-12-11 06:31:28 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Baseball Elimination,First Year Writing Seminars,LP Formulation",0.0,i just thought they had the most interesting topics. they were still difficult but  in the end when i figured most of it out i liked it a lot,0.0,maybe make them a little shorter. also i recommend visuals for every lab they're very helpful,0.0,"Transportation,Seat Packing",0.0,they were just super long i dont know i just didn't like it that much. the seat packing was cool in idea and very important/practical but i think it turned out to be more difficult than i thought. i was going to list the max flow lab becuse it was super long but i also think it was pretty helpful ,0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,2,0.0,4,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,I liked them i thought i had an ok experience. Even thought i hadn't used it before it was good to gain experience in a new software. I'm more familiar with java than python so the spacing was definitely a learning curve for me. There was one lab i had an error and could not figure it out...turns out it was because of my spacing/indentation. Overall jupyter notebooks was pretty straight forward.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,when we were talking about the cut planes that was a little hard to understand and seeing the models/ visuals helped me to better understand it ,0.0,I just liked to see the visual to what we were doing because it made it feel like i was actually coding something functional ,0.0,nothing off the top of my head,0.0,"",0.0,12,22,1.0
"LEC002-PT, DIS201-PT","31405, 26355","358586_2020FA_1_2_1_19896, 7123_2020FA_1_9477",2020-12-11 06:30:11 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,5 - Strongly Agree,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,Those three labs were my favourite because of their real world applications interested me most.,0.0,These labs could have been improved if there was greater incentive to do some of the Bonus parts for some of the labs.,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,These three were my least favorite as I enjoyed the Jupyter notebook format much more over paper and website labs.,0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,4,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I really enjoyed Jupyter Notebooks in lab, they allowed me to grow my understanding of programming and visualize how what I learn in lecture can be used by operations research professionals.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,"Yes, the visualizations of the Branch and Bound nodes helped me understanding all the reasons for why a node can be fathomed, not just that it is an Integer Solution.",0.0,The gilp components of the lab helped me visualize the simplex constraints for a linear program and this was useful and visualizing the feasible area for 3-var problems.,0.0,The gilp component part where I had to determine the number of ways I could reach the optimal solution by maximizing a certain variable first was at first difficult to understand even with the visualization. ,0.0,"Gilp could be improved by spending a little more time discussing in class how the gilp works, as long as this is not too difficult to comprehend, it could allow us to better understand its function and importance.",0.0,11,23,1.0
